"","Cell","Cell_type"
"2409","C_2409","Macrophage"
"2410","C_2410","Macrophage"
"2411","C_2411","Macrophage"
"2412","C_2412","Macrophage"
"2413","C_2413","Macrophage"
"2414","C_2414","Macrophage"
"2415","C_2415","Macrophage"
"2416","C_2416","Macrophage"
"2417","C_2417","Macrophage"
"2418","C_2418","Macrophage"
"2419","C_2419","Macrophage"
"2420","C_2420","Macrophage"
"2421","C_2421","Macrophage"
"2422","C_2422","Macrophage"
"2423","C_2423","Macrophage"
"2424","C_2424","Macrophage"
"2425","C_2425","Macrophage"
"2426","C_2426","Macrophage"
"2427","C_2427","Macrophage"
"2428","C_2428","Macrophage"
"2429","C_2429","Macrophage"
"2430","C_2430","Macrophage"
"2431","C_2431","Macrophage"
"2432","C_2432","Macrophage"
"2433","C_2433","Macrophage"
"2434","C_2434","Macrophage"
"2435","C_2435","Macrophage"
"2436","C_2436","Macrophage"
"2437","C_2437","Macrophage"
"2438","C_2438","Macrophage"
"2439","C_2439","Macrophage"
"2440","C_2440","Macrophage"
"2441","C_2441","Macrophage"
"2442","C_2442","Macrophage"
"2443","C_2443","Macrophage"
"2444","C_2444","Macrophage"
"2445","C_2445","Macrophage"
"2446","C_2446","Macrophage"
"2447","C_2447","Macrophage"
"2448","C_2448","Macrophage"
"2449","C_2449","Macrophage"
"2450","C_2450","Macrophage"
"2451","C_2451","Macrophage"
"2452","C_2452","Macrophage"
"2453","C_2453","Macrophage"
"2454","C_2454","Macrophage"
"2455","C_2455","Macrophage"
"2456","C_2456","Macrophage"
"2457","C_2457","Macrophage"
"2458","C_2458","Macrophage"
"2459","C_2459","Macrophage"
"2460","C_2460","Macrophage"
"2461","C_2461","Macrophage"
"2462","C_2462","Macrophage"
"2463","C_2463","Macrophage"
"2464","C_2464","Macrophage"
"2465","C_2465","Macrophage"
"2466","C_2466","Macrophage"
"2467","C_2467","Macrophage"
"2468","C_2468","Macrophage"
"2469","C_2469","Macrophage"
"2470","C_2470","Macrophage"
"2471","C_2471","Macrophage"
"2472","C_2472","Macrophage"
"2473","C_2473","Macrophage"
"2474","C_2474","Macrophage"
"2475","C_2475","Macrophage"
"2476","C_2476","Macrophage"
"2477","C_2477","Macrophage"
"2478","C_2478","Macrophage"
"2479","C_2479","Macrophage"
"2480","C_2480","Macrophage"
"2481","C_2481","Macrophage"
"2482","C_2482","Macrophage"
"2483","C_2483","Macrophage"
"2484","C_2484","Macrophage"
"2485","C_2485","Macrophage"
"2486","C_2486","Macrophage"
"2487","C_2487","Macrophage"
"2488","C_2488","Macrophage"
"2489","C_2489","Macrophage"
"2490","C_2490","Macrophage"
"2491","C_2491","Macrophage"
"2492","C_2492","Macrophage"
"2493","C_2493","Macrophage"
"2494","C_2494","Macrophage"
"2495","C_2495","Macrophage"
"2496","C_2496","Macrophage"
"2497","C_2497","Macrophage"
"2498","C_2498","Macrophage"
"2499","C_2499","Macrophage"
"2500","C_2500","Myeloid cell"
"2501","C_2501","Macrophage"
"2502","C_2502","Macrophage"
"2503","C_2503","Macrophage"
"2504","C_2504","Macrophage"
"2505","C_2505","Macrophage"
"2506","C_2506","Macrophage"
"2507","C_2507","Macrophage"
"2508","C_2508","Macrophage"
"2509","C_2509","Macrophage"
"2510","C_2510","Macrophage"
"2511","C_2511","Macrophage"
"2512","C_2512","Macrophage"
"2513","C_2513","Macrophage"
"2514","C_2514","Macrophage"
"2515","C_2515","Macrophage"
"2516","C_2516","Macrophage"
"2517","C_2517","Macrophage"
"2518","C_2518","Macrophage"
"2519","C_2519","Macrophage"
"2520","C_2520","Macrophage"
"2521","C_2521","Macrophage"
"2522","C_2522","Macrophage"
"2523","C_2523","Macrophage"
"2524","C_2524","Macrophage"
"2525","C_2525","Macrophage"
"2526","C_2526","Macrophage"
"2527","C_2527","Macrophage"
"2528","C_2528","Macrophage"
"2529","C_2529","Macrophage"
"2530","C_2530","Macrophage"
"2531","C_2531","Macrophage"
"2532","C_2532","Macrophage"
"2533","C_2533","Macrophage"
"2534","C_2534","Macrophage"
"2535","C_2535","Macrophage"
"2536","C_2536","Macrophage"
"2537","C_2537","Macrophage"
"2538","C_2538","Macrophage"
"2539","C_2539","Macrophage"
"2540","C_2540","Macrophage"
"2541","C_2541","Macrophage"
"2542","C_2542","Macrophage"
"2543","C_2543","Macrophage"
"2544","C_2544","Macrophage"
"2545","C_2545","Macrophage"
"2546","C_2546","Macrophage"
"2547","C_2547","Macrophage"
"2548","C_2548","Macrophage"
"2549","C_2549","Myeloid cell"
"2550","C_2550","Macrophage"
"2551","C_2551","Macrophage"
"2552","C_2552","Macrophage"
"2553","C_2553","Macrophage"
"2554","C_2554","Macrophage"
"2555","C_2555","Macrophage"
"2556","C_2556","Macrophage"
"2557","C_2557","Macrophage"
"2558","C_2558","Macrophage"
"2559","C_2559","Macrophage"
"2560","C_2560","Macrophage"
"2561","C_2561","Macrophage"
"2562","C_2562","Macrophage"
"2563","C_2563","Fasciculata cell"
"2564","C_2564","Macrophage"
"2565","C_2565","Macrophage"
"2566","C_2566","Macrophage"
"2567","C_2567","Macrophage"
"2568","C_2568","Macrophage"
"2569","C_2569","Macrophage"
"2570","C_2570","Macrophage"
"2571","C_2571","Macrophage"
"2572","C_2572","Macrophage"
"2573","C_2573","Macrophage"
"2574","C_2574","Macrophage"
"2575","C_2575","Macrophage"
"2576","C_2576","Macrophage"
"2577","C_2577","Macrophage"
"2578","C_2578","Macrophage"
"2579","C_2579","Macrophage"
"2580","C_2580","Macrophage"
"2581","C_2581","Macrophage"
"2582","C_2582","Macrophage"
"2583","C_2583","Macrophage"
"2584","C_2584","Macrophage"
"2585","C_2585","Macrophage"
"2586","C_2586","Macrophage"
"2587","C_2587","Macrophage"
"2588","C_2588","Macrophage"
"2589","C_2589","Macrophage"
"2590","C_2590","Macrophage"
"2591","C_2591","Macrophage"
"2592","C_2592","Macrophage"
"2593","C_2593","Macrophage"
"2594","C_2594","Macrophage"
"2595","C_2595","Macrophage"
"2596","C_2596","Macrophage"
"2597","C_2597","Macrophage"
"2598","C_2598","Macrophage"
"2599","C_2599","Macrophage"
"2600","C_2600","Macrophage"
"2601","C_2601","Macrophage"
"2602","C_2602","Macrophage"
"2603","C_2603","Macrophage"
"2604","C_2604","Macrophage"
"2605","C_2605","Macrophage"
"2606","C_2606","Macrophage"
"2607","C_2607","Macrophage"
"2608","C_2608","Macrophage"
"2609","C_2609","Macrophage"
"2610","C_2610","Macrophage"
"2611","C_2611","Macrophage"
"2612","C_2612","Macrophage"
"2613","C_2613","Macrophage"
"2614","C_2614","Macrophage"
"2615","C_2615","Fasciculata cell"
"2616","C_2616","Macrophage"
"2617","C_2617","Macrophage"
"2618","C_2618","Macrophage"
"2619","C_2619","Macrophage"
"2620","C_2620","Macrophage"
"2621","C_2621","Macrophage"
"2622","C_2622","Macrophage"
"2623","C_2623","Macrophage"
"2624","C_2624","Macrophage"
"2625","C_2625","Macrophage"
"2626","C_2626","Macrophage"
"2627","C_2627","Macrophage"
"2628","C_2628","Macrophage"
"2629","C_2629","Macrophage"
"2630","C_2630","Macrophage"
"2631","C_2631","Macrophage"
"2632","C_2632","Macrophage"
"2633","C_2633","Macrophage"
"2634","C_2634","Macrophage"
"2635","C_2635","Myeloid cell"
"2636","C_2636","Macrophage"
"2637","C_2637","Macrophage"
"2638","C_2638","Macrophage"
"2639","C_2639","Macrophage"
"2640","C_2640","Macrophage"
"2641","C_2641","Macrophage"
"2642","C_2642","Macrophage"
"2643","C_2643","Macrophage"
"2644","C_2644","Macrophage"
"2645","C_2645","Macrophage"
"2646","C_2646","Macrophage"
"2647","C_2647","Macrophage"
"2648","C_2648","Macrophage"
"2649","C_2649","Macrophage"
"2650","C_2650","Macrophage"
"2651","C_2651","Macrophage"
"2652","C_2652","Macrophage"
"2653","C_2653","Macrophage"
"2654","C_2654","Macrophage"
"2655","C_2655","Macrophage"
"2656","C_2656","Macrophage"
"2657","C_2657","Macrophage"
"2658","C_2658","Macrophage"
"2659","C_2659","Macrophage"
"2660","C_2660","Macrophage"
"2661","C_2661","Macrophage"
"2662","C_2662","Macrophage"
"2663","C_2663","Macrophage"
"2664","C_2664","Macrophage"
"2665","C_2665","Macrophage"
"2666","C_2666","Macrophage"
"2667","C_2667","Macrophage"
"2668","C_2668","Macrophage"
"2669","C_2669","Macrophage"
"2670","C_2670","Macrophage"
"2671","C_2671","Macrophage"
"2672","C_2672","Macrophage"
"2673","C_2673","Macrophage"
"2674","C_2674","Macrophage"
"2675","C_2675","Macrophage"
"2676","C_2676","Macrophage"
"2677","C_2677","Macrophage"
"2678","C_2678","Macrophage"
"2679","C_2679","Macrophage"
"2680","C_2680","Macrophage"
"2681","C_2681","Macrophage"
"2682","C_2682","Macrophage"
"2683","C_2683","Macrophage"
"2684","C_2684","Macrophage"
"2685","C_2685","Macrophage"
"2686","C_2686","Macrophage"
"2687","C_2687","Macrophage"
"2688","C_2688","Macrophage"
"2689","C_2689","Macrophage"
"2690","C_2690","Macrophage"
"2691","C_2691","Macrophage"
"2692","C_2692","Macrophage"
"2693","C_2693","Macrophage"
"2694","C_2694","Macrophage"
"2695","C_2695","Macrophage"
"2696","C_2696","Macrophage"
"2697","C_2697","Macrophage"
"2698","C_2698","Macrophage"
"2699","C_2699","Macrophage"
"2700","C_2700","Macrophage"
"2701","C_2701","Macrophage"
"2702","C_2702","Macrophage"
"2703","C_2703","Macrophage"
"2704","C_2704","Macrophage"
"2705","C_2705","Macrophage"
"2706","C_2706","Macrophage"
"2707","C_2707","Macrophage"
"2708","C_2708","Macrophage"
"2709","C_2709","Macrophage"
"2710","C_2710","Macrophage"
"2711","C_2711","Macrophage"
"2712","C_2712","Macrophage"
"2713","C_2713","Macrophage"
"2714","C_2714","Macrophage"
"2715","C_2715","Macrophage"
"2716","C_2716","Macrophage"
"2717","C_2717","Macrophage"
"2718","C_2718","Macrophage"
"2719","C_2719","Myeloid cell"
"2720","C_2720","Macrophage"
"2721","C_2721","Myeloid cell"
"2722","C_2722","Macrophage"
"2723","C_2723","Macrophage"
"2724","C_2724","Macrophage"
"2725","C_2725","Endothelial cell (APC)"
"2726","C_2726","Macrophage"
"2727","C_2727","Macrophage"
"2728","C_2728","Macrophage"
"2729","C_2729","Macrophage"
"2730","C_2730","Macrophage"
"2731","C_2731","Macrophage"
"2732","C_2732","Macrophage"
"2733","C_2733","Macrophage"
"2734","C_2734","Macrophage"
"2735","C_2735","Macrophage"
"2736","C_2736","Macrophage"
"2737","C_2737","Macrophage"
"2738","C_2738","Macrophage"
"2739","C_2739","Macrophage"
"2740","C_2740","Macrophage"
"2741","C_2741","Macrophage"
"2742","C_2742","Macrophage"
"2743","C_2743","Macrophage"
"2744","C_2744","Macrophage"
"2745","C_2745","Macrophage"
"2746","C_2746","Macrophage"
"2747","C_2747","Macrophage"
"2748","C_2748","Macrophage"
"2749","C_2749","Macrophage"
"2750","C_2750","Macrophage"
"2751","C_2751","Macrophage"
"2752","C_2752","Macrophage"
"2753","C_2753","Macrophage"
"2754","C_2754","Macrophage"
"2755","C_2755","Macrophage"
"2756","C_2756","Macrophage"
"2757","C_2757","Macrophage"
"2758","C_2758","Macrophage"
"2759","C_2759","Macrophage"
"2760","C_2760","Macrophage"
"2761","C_2761","Macrophage"
"2762","C_2762","Macrophage"
"2763","C_2763","Macrophage"
"2764","C_2764","Macrophage"
"2765","C_2765","Macrophage"
"2766","C_2766","Macrophage"
"2767","C_2767","Macrophage"
"2768","C_2768","Macrophage"
"2769","C_2769","Macrophage"
"2770","C_2770","Macrophage"
"2771","C_2771","Macrophage"
"2772","C_2772","Macrophage"
"2773","C_2773","Macrophage"
"2774","C_2774","Macrophage"
"2775","C_2775","Macrophage"
"2776","C_2776","Macrophage"
"2777","C_2777","Macrophage"
"2778","C_2778","Macrophage"
"2779","C_2779","Macrophage"
"2780","C_2780","Macrophage"
"2781","C_2781","Macrophage"
"2782","C_2782","Macrophage"
"2783","C_2783","Macrophage"
"2784","C_2784","Macrophage"
"2785","C_2785","Macrophage"
"2786","C_2786","Macrophage"
"2787","C_2787","Macrophage"
"2788","C_2788","Macrophage"
"2789","C_2789","Macrophage"
"2790","C_2790","Macrophage"
"2791","C_2791","Macrophage"
"2792","C_2792","Macrophage"
"2793","C_2793","Macrophage"
"2794","C_2794","Macrophage"
"2795","C_2795","Macrophage"
"2796","C_2796","Macrophage"
"2797","C_2797","Macrophage"
"2798","C_2798","Macrophage"
"2799","C_2799","Macrophage"
"2800","C_2800","Macrophage"
"2801","C_2801","Macrophage"
"2802","C_2802","Macrophage"
"2803","C_2803","Macrophage"
"2804","C_2804","Macrophage"
"2805","C_2805","Macrophage"
"2806","C_2806","Macrophage"
"2807","C_2807","Macrophage"
"2808","C_2808","Macrophage"
"2809","C_2809","Macrophage"
"2810","C_2810","Macrophage"
"2811","C_2811","Macrophage"
"2812","C_2812","Macrophage"
"2813","C_2813","Macrophage"
"2814","C_2814","Macrophage"
"2815","C_2815","Macrophage"
"2816","C_2816","Macrophage"
"2817","C_2817","Macrophage"
"2818","C_2818","Macrophage"
"2819","C_2819","Macrophage"
"2820","C_2820","Macrophage"
"2821","C_2821","Macrophage"
"2822","C_2822","Macrophage"
"2823","C_2823","Macrophage"
"2824","C_2824","Macrophage"
"2825","C_2825","Macrophage"
"2826","C_2826","Macrophage"
"2827","C_2827","Macrophage"
"2828","C_2828","Macrophage"
"2829","C_2829","Macrophage"
"2830","C_2830","Macrophage"
"2831","C_2831","Macrophage"
"2832","C_2832","Macrophage"
"2833","C_2833","Macrophage"
"2834","C_2834","Macrophage"
"2835","C_2835","Macrophage"
"2836","C_2836","Macrophage"
"2837","C_2837","Macrophage"
"2838","C_2838","Macrophage"
"2839","C_2839","Macrophage"
"2840","C_2840","Macrophage"
"2841","C_2841","Macrophage"
"2842","C_2842","Macrophage"
"2843","C_2843","Macrophage"
"2844","C_2844","Macrophage"
"2845","C_2845","Macrophage"
"2846","C_2846","Myeloid cell"
"2847","C_2847","Macrophage"
"2848","C_2848","Macrophage"
"2849","C_2849","Macrophage"
"2850","C_2850","Macrophage"
"2851","C_2851","Macrophage"
"2852","C_2852","Macrophage"
"2853","C_2853","Macrophage"
"2854","C_2854","Macrophage"
"2855","C_2855","Macrophage"
"2856","C_2856","Macrophage"
"2857","C_2857","Macrophage"
"2858","C_2858","Macrophage"
"2859","C_2859","Macrophage"
"2860","C_2860","Macrophage"
"2861","C_2861","Macrophage"
"2862","C_2862","Macrophage"
"2863","C_2863","Macrophage"
"2864","C_2864","Macrophage"
"2865","C_2865","Macrophage"
"2866","C_2866","Fasciculata cell"
"2867","C_2867","Macrophage"
"2868","C_2868","Macrophage"
"2869","C_2869","Macrophage"
"2870","C_2870","Macrophage"
"2871","C_2871","Macrophage"
"2872","C_2872","Macrophage"
"2873","C_2873","Macrophage"
"2874","C_2874","Macrophage"
"2875","C_2875","Macrophage"
"2876","C_2876","Macrophage"
"2877","C_2877","Macrophage"
"2878","C_2878","Macrophage"
"2879","C_2879","Macrophage"
"2880","C_2880","Macrophage"
"2881","C_2881","Macrophage"
"2882","C_2882","Macrophage"
"2883","C_2883","Macrophage"
"2884","C_2884","Macrophage"
"2885","C_2885","Macrophage"
"2886","C_2886","Macrophage"
"2887","C_2887","Macrophage"
"2888","C_2888","Macrophage"
"2889","C_2889","Macrophage"
"2890","C_2890","Macrophage"
"2891","C_2891","Macrophage"
"2892","C_2892","Macrophage"
"2893","C_2893","Macrophage"
"2894","C_2894","Macrophage"
"2895","C_2895","Macrophage"
"2896","C_2896","Macrophage"
"2897","C_2897","Macrophage"
"2898","C_2898","Macrophage"
"2899","C_2899","Macrophage"
"2900","C_2900","Macrophage"
"2901","C_2901","Macrophage"
"2902","C_2902","Macrophage"
"2903","C_2903","Macrophage"
"2904","C_2904","Macrophage"
"2905","C_2905","Macrophage"
"2906","C_2906","Macrophage"
"2907","C_2907","Macrophage"
"2908","C_2908","Macrophage"
"2909","C_2909","Macrophage"
"2910","C_2910","Macrophage"
"2911","C_2911","Macrophage"
"2912","C_2912","Macrophage"
"2913","C_2913","Macrophage"
"2914","C_2914","Macrophage"
"2915","C_2915","Macrophage"
"2916","C_2916","Macrophage"
"2917","C_2917","Macrophage"
"2918","C_2918","Macrophage"
"2919","C_2919","Macrophage"
"2920","C_2920","Macrophage"
"2921","C_2921","Macrophage"
"2922","C_2922","Macrophage"
"2923","C_2923","Macrophage"
"2924","C_2924","Macrophage"
"2925","C_2925","Macrophage"
"2926","C_2926","Macrophage"
"2927","C_2927","Macrophage"
"2928","C_2928","Myeloid cell"
"2929","C_2929","Macrophage"
"2930","C_2930","Macrophage"
"2931","C_2931","Macrophage"
"2932","C_2932","Macrophage"
"2933","C_2933","Macrophage"
"2934","C_2934","Macrophage"
"2935","C_2935","Macrophage"
"2936","C_2936","Macrophage"
"2937","C_2937","Macrophage"
"2938","C_2938","Macrophage"
"2939","C_2939","Macrophage"
"2940","C_2940","Macrophage"
"2941","C_2941","Macrophage"
"2942","C_2942","Macrophage"
"2943","C_2943","Macrophage"
"2944","C_2944","Macrophage"
"2945","C_2945","Fasciculata cell"
"2946","C_2946","Macrophage"
"2947","C_2947","Macrophage"
"2948","C_2948","Macrophage"
"2949","C_2949","Macrophage"
"2950","C_2950","Macrophage"
"2951","C_2951","Macrophage"
"2952","C_2952","Macrophage"
"2953","C_2953","Macrophage"
"2954","C_2954","Macrophage"
"2955","C_2955","Macrophage"
"2956","C_2956","Macrophage"
"2957","C_2957","Macrophage"
"2958","C_2958","Macrophage"
"2959","C_2959","Macrophage"
"2960","C_2960","Macrophage"
"2961","C_2961","Macrophage"
"2962","C_2962","Macrophage"
"2963","C_2963","Macrophage"
"2964","C_2964","Macrophage"
"2965","C_2965","Macrophage"
"2966","C_2966","Macrophage"
"2967","C_2967","Macrophage"
"2968","C_2968","Macrophage"
"2969","C_2969","Macrophage"
"2970","C_2970","Macrophage"
"2971","C_2971","Macrophage"
"2972","C_2972","Macrophage"
"2973","C_2973","Macrophage"
"2974","C_2974","Macrophage"
"2975","C_2975","Macrophage"
"2976","C_2976","Macrophage"
"2977","C_2977","Macrophage"
"2978","C_2978","Macrophage"
"2979","C_2979","Macrophage"
"2980","C_2980","Macrophage"
"2981","C_2981","Monocyte"
"2982","C_2982","Macrophage"
"2983","C_2983","Macrophage"
"2984","C_2984","Macrophage"
"2985","C_2985","Macrophage"
"2986","C_2986","Macrophage"
"2987","C_2987","Macrophage"
"2988","C_2988","Macrophage"
"2989","C_2989","Macrophage"
"2990","C_2990","Macrophage"
"2991","C_2991","Macrophage"
"2992","C_2992","Macrophage"
"2993","C_2993","Macrophage"
"2994","C_2994","Macrophage"
"2995","C_2995","Macrophage"
"2996","C_2996","Macrophage"
"2997","C_2997","Macrophage"
"2998","C_2998","Macrophage"
"2999","C_2999","Macrophage"
"3000","C_3000","Macrophage"
"3001","C_3001","Macrophage"
"3002","C_3002","Macrophage"
"3003","C_3003","Macrophage"
"3004","C_3004","Macrophage"
"3005","C_3005","Macrophage"
"3006","C_3006","Macrophage"
"3007","C_3007","Macrophage"
"3008","C_3008","Macrophage"
"3009","C_3009","Macrophage"
"3010","C_3010","Macrophage"
"3011","C_3011","Macrophage"
"3012","C_3012","Macrophage"
"3013","C_3013","Macrophage"
"3014","C_3014","Macrophage"
"3015","C_3015","Macrophage"
"3016","C_3016","Macrophage"
"3017","C_3017","Macrophage"
"3018","C_3018","Macrophage"
"3019","C_3019","Macrophage"
"3020","C_3020","Macrophage"
"3021","C_3021","Macrophage"
"3022","C_3022","Macrophage"
"3023","C_3023","Macrophage"
"3024","C_3024","Macrophage"
"3025","C_3025","Macrophage"
"3026","C_3026","Macrophage"
"3027","C_3027","Macrophage"
"3028","C_3028","Macrophage"
"3029","C_3029","Macrophage"
"3030","C_3030","Macrophage"
"3031","C_3031","Macrophage"
"3032","C_3032","Macrophage"
"3033","C_3033","Macrophage"
"3034","C_3034","Macrophage"
"3035","C_3035","Myeloid cell"
"3036","C_3036","Macrophage"
"3037","C_3037","Macrophage"
"3038","C_3038","Macrophage"
"3039","C_3039","Macrophage"
"3040","C_3040","Macrophage"
"3041","C_3041","Fasciculata cell"
"3042","C_3042","Macrophage"
"3043","C_3043","Macrophage"
"3044","C_3044","Macrophage"
"3045","C_3045","Macrophage"
"3046","C_3046","Macrophage"
"3047","C_3047","Macrophage"
"3048","C_3048","Macrophage"
"3049","C_3049","Macrophage"
"3050","C_3050","Macrophage"
"3051","C_3051","Macrophage"
"3052","C_3052","Macrophage"
"3053","C_3053","Myeloid cell"
"3054","C_3054","Macrophage"
"3055","C_3055","Macrophage"
"3056","C_3056","Macrophage"
"3057","C_3057","Macrophage"
"3058","C_3058","Macrophage"
"3059","C_3059","Macrophage"
"3060","C_3060","Macrophage"
"3061","C_3061","Macrophage"
"3062","C_3062","Macrophage"
"3063","C_3063","Macrophage"
"3064","C_3064","Macrophage"
"3065","C_3065","Macrophage"
"3066","C_3066","Macrophage"
"3067","C_3067","Macrophage"
"3068","C_3068","Macrophage"
"3069","C_3069","Macrophage"
"3070","C_3070","Macrophage"
"3071","C_3071","Macrophage"
"3072","C_3072","Macrophage"
"3073","C_3073","Macrophage"
"3074","C_3074","Macrophage"
"3075","C_3075","Macrophage"
"3076","C_3076","Macrophage"
"3077","C_3077","Macrophage"
"3078","C_3078","Macrophage"
"3079","C_3079","Macrophage"
"3080","C_3080","Macrophage"
"3081","C_3081","Macrophage"
"3082","C_3082","Macrophage"
"3083","C_3083","Macrophage"
"3084","C_3084","Macrophage"
"3085","C_3085","Macrophage"
"3086","C_3086","Macrophage"
"3087","C_3087","Macrophage"
"3088","C_3088","Macrophage"
"3089","C_3089","Macrophage"
"3090","C_3090","Myeloid cell"
"3091","C_3091","Macrophage"
"3092","C_3092","Macrophage"
"3093","C_3093","Macrophage"
"3094","C_3094","Macrophage"
"3095","C_3095","Macrophage"
"3096","C_3096","Macrophage"
"3097","C_3097","Macrophage"
"3098","C_3098","Macrophage"
"3099","C_3099","Macrophage"
"3100","C_3100","Macrophage"
"3101","C_3101","Macrophage"
"3102","C_3102","Macrophage"
"3103","C_3103","Macrophage"
"3104","C_3104","Macrophage"
"3105","C_3105","Macrophage"
"3106","C_3106","Fasciculata cell"
"3107","C_3107","Macrophage"
"3108","C_3108","Macrophage"
"3109","C_3109","Macrophage"
"3110","C_3110","Macrophage"
"3111","C_3111","Macrophage"
"3112","C_3112","Macrophage"
"3113","C_3113","Macrophage"
"3114","C_3114","Macrophage"
"3115","C_3115","Macrophage"
"3116","C_3116","Myeloid cell"
"3117","C_3117","Macrophage"
"3118","C_3118","Macrophage"
"3119","C_3119","Macrophage"
"3120","C_3120","Macrophage"
"3121","C_3121","Macrophage"
"3122","C_3122","Macrophage"
"3123","C_3123","Macrophage"
"3124","C_3124","Macrophage"
"3125","C_3125","Macrophage"
"3126","C_3126","Macrophage"
"3127","C_3127","Macrophage"
"3128","C_3128","Macrophage"
"3129","C_3129","Macrophage"
"3130","C_3130","Macrophage"
"3131","C_3131","Macrophage"
"3132","C_3132","Macrophage"
"3133","C_3133","Macrophage"
"3134","C_3134","Macrophage"
"3135","C_3135","Macrophage"
"3136","C_3136","Macrophage"
"3137","C_3137","Macrophage"
"3138","C_3138","Macrophage"
"3139","C_3139","Macrophage"
"3140","C_3140","Macrophage"
"3141","C_3141","Macrophage"
"3142","C_3142","Macrophage"
"3143","C_3143","Macrophage"
"3144","C_3144","Macrophage"
"3145","C_3145","Macrophage"
"3146","C_3146","Macrophage"
"3147","C_3147","Macrophage"
"3148","C_3148","Macrophage"
"3149","C_3149","Macrophage"
"3150","C_3150","Macrophage"
"3151","C_3151","Macrophage"
"3152","C_3152","Macrophage"
"3153","C_3153","Macrophage"
"3154","C_3154","Macrophage"
"3155","C_3155","Macrophage"
"3156","C_3156","Macrophage"
"3157","C_3157","Macrophage"
"3158","C_3158","Macrophage"
"3159","C_3159","Macrophage"
"3160","C_3160","Macrophage"
"3161","C_3161","Macrophage"
"3162","C_3162","Macrophage"
"3163","C_3163","Macrophage"
"3164","C_3164","Macrophage"
"3165","C_3165","Macrophage"
"3166","C_3166","Macrophage"
"3167","C_3167","Macrophage"
"3168","C_3168","Macrophage"
"3169","C_3169","Macrophage"
"3170","C_3170","Macrophage"
"3171","C_3171","Macrophage"
"3172","C_3172","Macrophage"
"3173","C_3173","Macrophage"
"3174","C_3174","Macrophage"
"3175","C_3175","Macrophage"
"3176","C_3176","Macrophage"
"3177","C_3177","Macrophage"
"3178","C_3178","Macrophage"
"3179","C_3179","Macrophage"
"3180","C_3180","Macrophage"
"3181","C_3181","Macrophage"
"3182","C_3182","Macrophage"
"3183","C_3183","Macrophage"
"3184","C_3184","Macrophage"
"3185","C_3185","Macrophage"
"3186","C_3186","Macrophage"
"3187","C_3187","Macrophage"
"3188","C_3188","Macrophage"
"3189","C_3189","Macrophage"
"3190","C_3190","Macrophage"
"3191","C_3191","Myeloid cell"
"3192","C_3192","Macrophage"
"3193","C_3193","Macrophage"
"3194","C_3194","Macrophage"
"3195","C_3195","Macrophage"
"3196","C_3196","Myeloid cell"
"3197","C_3197","Macrophage"
"3198","C_3198","Macrophage"
"3199","C_3199","Macrophage"
"3200","C_3200","Macrophage"
"3201","C_3201","Macrophage"
"3202","C_3202","Macrophage"
"3203","C_3203","Macrophage"
"3204","C_3204","Macrophage"
"3205","C_3205","Macrophage"
"3206","C_3206","Macrophage"
"3207","C_3207","Macrophage"
"3208","C_3208","Macrophage"
"3209","C_3209","Macrophage"
"3210","C_3210","Macrophage"
"3211","C_3211","Macrophage"
"3212","C_3212","Macrophage"
"3213","C_3213","Macrophage"
"3214","C_3214","Macrophage"
"3215","C_3215","Macrophage"
"3216","C_3216","Macrophage"
"3217","C_3217","Macrophage"
"3218","C_3218","Macrophage"
"3219","C_3219","Macrophage"
"3220","C_3220","Macrophage"
"3221","C_3221","Macrophage"
"3222","C_3222","Macrophage"
"3223","C_3223","Macrophage"
"3224","C_3224","Macrophage"
"3225","C_3225","Macrophage"
"3226","C_3226","Macrophage"
"3227","C_3227","Macrophage"
"3228","C_3228","Macrophage"
"3229","C_3229","Macrophage"
"3230","C_3230","Macrophage"
"3231","C_3231","Macrophage"
"3232","C_3232","Macrophage"
"3233","C_3233","Fasciculata cell"
"3234","C_3234","Fasciculata cell"
"3235","C_3235","Fasciculata cell"
"3236","C_3236","Fasciculata cell"
"3237","C_3237","Fasciculata cell"
"3238","C_3238","Fasciculata cell"
"3239","C_3239","Macrophage"
"3240","C_3240","Fasciculata cell"
"3241","C_3241","Macrophage"
"3242","C_3242","Fasciculata cell"
"3243","C_3243","Macrophage"
"3244","C_3244","Macrophage"
"3245","C_3245","Macrophage"
"3246","C_3246","Macrophage"
"3247","C_3247","Macrophage"
"3248","C_3248","Macrophage"
"3249","C_3249","Macrophage"
"3250","C_3250","Macrophage"
"3251","C_3251","Macrophage"
"3252","C_3252","Macrophage"
"3253","C_3253","Macrophage"
"3254","C_3254","Macrophage"
"3255","C_3255","Macrophage"
"3256","C_3256","Macrophage"
"3257","C_3257","Macrophage"
"3258","C_3258","Fasciculata cell"
"3259","C_3259","Fasciculata cell"
"3260","C_3260","Fasciculata cell"
"3261","C_3261","Fasciculata cell"
"3262","C_3262","Fasciculata cell"
"3263","C_3263","Fasciculata cell"
"3264","C_3264","Fasciculata cell"
"3265","C_3265","Fasciculata cell"
"3266","C_3266","Fasciculata cell"
"3267","C_3267","Fasciculata cell"
"3268","C_3268","Fasciculata cell"
"3269","C_3269","Fasciculata cell"
"3270","C_3270","Fasciculata cell"
"3271","C_3271","Fasciculata cell"
"3272","C_3272","Fasciculata cell"
"3273","C_3273","Fasciculata cell"
"3274","C_3274","Fasciculata cell"
