"","Cell","Cell_type"
"1364","C_1364","Proximal tubule epithelial cell"
"1365","C_1365","Proximal tubule epithelial cell"
"1366","C_1366","Proximal tubule epithelial cell"
"1367","C_1367","Proximal tubule epithelial cell"
"1368","C_1368","Proximal tubule epithelial cell"
"1369","C_1369","Proximal tubule epithelial cell"
"1370","C_1370","Proximal tubule epithelial cell"
"1371","C_1371","Proximal tubule epithelial cell"
"1372","C_1372","Proximal tubule epithelial cell"
"1373","C_1373","Proximal tubule epithelial cell"
"1374","C_1374","Proximal tubule epithelial cell"
"1375","C_1375","Proximal tubule epithelial cell"
"1376","C_1376","Proximal tubule epithelial cell"
"1377","C_1377","Proximal tubule epithelial cell"
"1378","C_1378","Proximal tubule epithelial cell"
"1379","C_1379","Proximal tubule epithelial cell"
"1380","C_1380","Proximal tubule epithelial cell"
"1381","C_1381","Proximal tubule epithelial cell"
"1382","C_1382","Proximal tubule epithelial cell"
"1383","C_1383","Proximal tubule epithelial cell"
"1384","C_1384","Proximal tubule epithelial cell"
"1385","C_1385","Proximal tubule epithelial cell"
"1386","C_1386","Proximal tubule epithelial cell"
"1387","C_1387","Proximal tubule epithelial cell"
"1388","C_1388","Proximal tubule epithelial cell"
"1389","C_1389","Proximal tubule epithelial cell"
"1390","C_1390","Proximal tubule epithelial cell"
"1391","C_1391","Proximal tubule epithelial cell"
"1392","C_1392","Proximal tubule epithelial cell"
"1393","C_1393","Proximal tubule epithelial cell"
"1394","C_1394","Proximal tubule epithelial cell"
"1395","C_1395","Proximal tubule epithelial cell"
"1396","C_1396","Proximal tubule epithelial cell"
"1397","C_1397","Proximal tubule epithelial cell"
"1398","C_1398","Proximal tubule epithelial cell"
"1399","C_1399","Proximal tubule epithelial cell"
"1400","C_1400","Proximal tubule epithelial cell"
"1401","C_1401","Proximal tubule epithelial cell"
"1402","C_1402","Proximal tubule epithelial cell"
"1403","C_1403","Proximal tubule epithelial cell"
"1404","C_1404","Proximal tubule epithelial cell"
"1405","C_1405","Proximal tubule epithelial cell"
"1406","C_1406","Proximal tubule epithelial cell"
"1407","C_1407","Proximal tubule epithelial cell"
"1408","C_1408","Proximal tubule epithelial cell"
"1409","C_1409","Proximal tubule epithelial cell"
"1410","C_1410","Proximal tubule epithelial cell"
"1411","C_1411","Proximal tubule epithelial cell"
"1412","C_1412","Proximal tubule epithelial cell"
"1413","C_1413","Proximal tubule epithelial cell"
"1414","C_1414","Proximal tubule epithelial cell"
"1415","C_1415","Proximal tubule epithelial cell"
"1416","C_1416","Proximal tubule epithelial cell"
"1417","C_1417","Proximal tubule epithelial cell"
"1418","C_1418","Proximal tubule epithelial cell"
"1419","C_1419","Proximal tubule epithelial cell"
"1420","C_1420","Proximal tubule epithelial cell"
"1421","C_1421","Proximal tubule epithelial cell"
"1422","C_1422","Proximal tubule epithelial cell"
"1423","C_1423","Proximal tubule epithelial cell"
"1424","C_1424","Proximal tubule epithelial cell"
"1425","C_1425","Proximal tubule epithelial cell"
"1426","C_1426","Proximal tubule epithelial cell"
"1427","C_1427","Proximal tubule epithelial cell"
"1428","C_1428","Proximal tubule epithelial cell"
"1429","C_1429","Proximal tubule epithelial cell"
"1430","C_1430","Proximal tubule epithelial cell"
"1431","C_1431","Proximal tubule epithelial cell"
"1432","C_1432","Proximal tubule epithelial cell"
"1433","C_1433","Proximal tubule epithelial cell"
"1434","C_1434","Proximal tubule epithelial cell"
"1435","C_1435","Proximal tubule epithelial cell"
"1436","C_1436","Proximal tubule epithelial cell"
"1437","C_1437","Proximal tubule epithelial cell"
"1438","C_1438","Proximal tubule epithelial cell"
"1439","C_1439","Proximal tubule epithelial cell"
"1440","C_1440","Proximal tubule epithelial cell"
"1441","C_1441","Proximal tubule epithelial cell"
"1442","C_1442","Proximal tubule epithelial cell"
"1443","C_1443","Proximal tubule epithelial cell"
"1444","C_1444","Proximal tubule epithelial cell"
"1445","C_1445","Proximal tubule epithelial cell"
"1446","C_1446","Proximal tubule epithelial cell"
"1447","C_1447","Proximal tubule epithelial cell"
"1448","C_1448","Proximal tubule epithelial cell"
"1449","C_1449","Proximal tubule epithelial cell"
"1450","C_1450","Proximal tubule epithelial cell"
"1451","C_1451","Proximal tubule epithelial cell"
"1452","C_1452","Proximal tubule epithelial cell"
"1453","C_1453","Proximal tubule epithelial cell"
"1454","C_1454","Proximal tubule epithelial cell"
"1455","C_1455","Proximal tubule epithelial cell"
"1456","C_1456","Proximal tubule epithelial cell"
"1457","C_1457","Proximal tubule epithelial cell"
"1458","C_1458","Proximal tubule epithelial cell"
"1459","C_1459","Proximal tubule epithelial cell"
"1460","C_1460","Proximal tubule epithelial cell"
"1461","C_1461","Proximal tubule epithelial cell"
"1462","C_1462","Proximal tubule epithelial cell"
"1463","C_1463","Proximal tubule epithelial cell"
"1464","C_1464","Proximal tubule epithelial cell"
"1465","C_1465","Proximal tubule epithelial cell"
"1466","C_1466","Proximal tubule epithelial cell"
"1467","C_1467","Proximal tubule epithelial cell"
"1468","C_1468","Proximal tubule epithelial cell"
"1469","C_1469","Proximal tubule epithelial cell"
"1470","C_1470","Proximal tubule epithelial cell"
"1471","C_1471","Proximal tubule epithelial cell"
"1472","C_1472","Proximal tubule epithelial cell"
"1473","C_1473","Proximal tubule epithelial cell"
"1474","C_1474","Proximal tubule epithelial cell"
"1475","C_1475","Proximal tubule epithelial cell"
"1476","C_1476","Proximal tubule epithelial cell"
"1477","C_1477","Proximal tubule epithelial cell"
"1478","C_1478","Proximal tubule epithelial cell"
"1479","C_1479","Proximal tubule epithelial cell"
"1480","C_1480","Proximal tubule epithelial cell"
"1481","C_1481","Proximal tubule epithelial cell"
"1482","C_1482","Proximal tubule epithelial cell"
"1483","C_1483","Proximal tubule epithelial cell"
"1484","C_1484","Proximal tubule epithelial cell"
"1485","C_1485","Proximal tubule epithelial cell"
"1486","C_1486","Proximal tubule epithelial cell"
"1487","C_1487","Proximal tubule epithelial cell"
"1488","C_1488","Proximal tubule epithelial cell"
"1489","C_1489","Proximal tubule epithelial cell"
"1490","C_1490","Proximal tubule epithelial cell"
"1491","C_1491","Proximal tubule epithelial cell"
"1492","C_1492","Proximal tubule epithelial cell"
"1493","C_1493","Proximal tubule epithelial cell"
"1494","C_1494","Proximal tubule epithelial cell"
"1495","C_1495","Proximal tubule epithelial cell"
"1496","C_1496","Proximal tubule epithelial cell"
"1497","C_1497","Proximal tubule epithelial cell"
"1498","C_1498","Proximal tubule epithelial cell"
"1499","C_1499","Proximal tubule epithelial cell"
"1500","C_1500","Proximal tubule epithelial cell"
"1501","C_1501","Proximal tubule epithelial cell"
"1502","C_1502","Proximal tubule epithelial cell"
"1503","C_1503","Proximal tubule epithelial cell"
"1504","C_1504","Proximal tubule epithelial cell"
"1505","C_1505","Proximal tubule epithelial cell"
"1506","C_1506","Proximal tubule epithelial cell"
"1507","C_1507","Proximal tubule epithelial cell"
"1508","C_1508","Proximal tubule epithelial cell"
"1509","C_1509","Proximal tubule epithelial cell"
"1510","C_1510","Proximal tubule epithelial cell"
"1511","C_1511","Proximal tubule epithelial cell"
"1512","C_1512","Proximal tubule epithelial cell"
"1513","C_1513","Proximal tubule epithelial cell"
"1514","C_1514","Proximal tubule epithelial cell"
"1515","C_1515","Proximal tubule epithelial cell"
"1516","C_1516","Proximal tubule epithelial cell"
"1517","C_1517","Proximal tubule epithelial cell"
"1518","C_1518","Proximal tubule epithelial cell"
"1519","C_1519","Proximal tubule epithelial cell"
"1520","C_1520","Proximal tubule epithelial cell"
"1521","C_1521","Proximal tubule epithelial cell"
"1522","C_1522","Proximal tubule epithelial cell"
"1523","C_1523","Proximal tubule epithelial cell"
"1524","C_1524","Proximal tubule epithelial cell"
"1525","C_1525","Proximal tubule epithelial cell"
"1526","C_1526","Proximal tubule epithelial cell"
"1527","C_1527","Proximal tubule epithelial cell"
"1528","C_1528","Proximal tubule epithelial cell"
"1529","C_1529","Proximal tubule epithelial cell"
"1530","C_1530","Proximal tubule epithelial cell"
"1531","C_1531","Proximal tubule epithelial cell"
"1532","C_1532","Proximal tubule epithelial cell"
"1533","C_1533","Proximal tubule epithelial cell"
"1534","C_1534","Proximal tubule epithelial cell"
"1535","C_1535","Proximal tubule epithelial cell"
"1536","C_1536","Proximal tubule epithelial cell"
"1537","C_1537","Proximal tubule epithelial cell"
"1538","C_1538","Proximal tubule epithelial cell"
"1539","C_1539","Proximal tubule epithelial cell"
"1540","C_1540","Proximal tubule epithelial cell"
"1541","C_1541","Proximal tubule epithelial cell"
"1542","C_1542","Proximal tubule epithelial cell"
"1543","C_1543","Proximal tubule epithelial cell"
"1544","C_1544","Proximal tubule epithelial cell"
"1545","C_1545","Proximal tubule epithelial cell"
"1546","C_1546","Proximal tubule epithelial cell"
"1547","C_1547","Proximal tubule epithelial cell"
"1548","C_1548","Proximal tubule epithelial cell"
"1549","C_1549","Proximal tubule epithelial cell"
"1550","C_1550","Proximal tubule epithelial cell"
"1551","C_1551","Proximal tubule epithelial cell"
"1552","C_1552","Proximal tubule epithelial cell"
"1553","C_1553","Proximal tubule epithelial cell"
"1554","C_1554","Proximal tubule epithelial cell"
"1555","C_1555","Proximal tubule epithelial cell"
"1556","C_1556","Proximal tubule epithelial cell"
"1557","C_1557","Proximal tubule epithelial cell"
"1558","C_1558","Proximal tubule epithelial cell"
"1559","C_1559","Proximal tubule epithelial cell"
"1560","C_1560","Proximal tubule epithelial cell"
"1561","C_1561","Proximal tubule epithelial cell"
"1562","C_1562","Proximal tubule epithelial cell"
"1563","C_1563","Proximal tubule epithelial cell"
"1564","C_1564","Proximal tubule epithelial cell"
"1565","C_1565","Proximal tubule epithelial cell"
"1566","C_1566","Proximal tubule epithelial cell"
"1567","C_1567","Proximal tubule epithelial cell"
"1568","C_1568","Proximal tubule epithelial cell"
"1569","C_1569","Proximal tubule epithelial cell"
"1570","C_1570","Proximal tubule epithelial cell"
"1571","C_1571","Proximal tubule epithelial cell"
"1572","C_1572","Proximal tubule epithelial cell"
"1573","C_1573","Proximal tubule epithelial cell"
"1574","C_1574","Proximal tubule epithelial cell"
"1575","C_1575","Proximal tubule epithelial cell"
"1576","C_1576","Proximal tubule epithelial cell"
"1577","C_1577","Proximal tubule epithelial cell"
"1578","C_1578","Proximal tubule epithelial cell"
"1579","C_1579","Proximal tubule epithelial cell"
"1580","C_1580","Proximal tubule epithelial cell"
"1581","C_1581","Proximal tubule epithelial cell"
"1582","C_1582","Proximal tubule epithelial cell"
"1583","C_1583","Proximal tubule epithelial cell"
"1584","C_1584","Proximal tubule epithelial cell"
"1585","C_1585","Proximal tubule epithelial cell"
"1586","C_1586","Proximal tubule epithelial cell"
"1587","C_1587","Proximal tubule epithelial cell"
"1588","C_1588","Proximal tubule epithelial cell"
"1589","C_1589","Proximal tubule epithelial cell"
"1590","C_1590","Proximal tubule epithelial cell"
"1591","C_1591","Proximal tubule epithelial cell"
"1592","C_1592","Proximal tubule epithelial cell"
"1593","C_1593","Proximal tubule epithelial cell"
"1594","C_1594","Proximal tubule epithelial cell"
"1595","C_1595","Proximal tubule epithelial cell"
"1596","C_1596","Proximal tubule epithelial cell"
"1597","C_1597","Proximal tubule epithelial cell"
"1598","C_1598","Proximal tubule epithelial cell"
"1599","C_1599","Proximal tubule epithelial cell"
"1600","C_1600","Proximal tubule epithelial cell"
"1601","C_1601","Proximal tubule epithelial cell"
"1602","C_1602","Proximal tubule epithelial cell"
"1603","C_1603","Proximal tubule epithelial cell"
"1604","C_1604","Proximal tubule epithelial cell"
"1605","C_1605","Proximal tubule epithelial cell"
"1606","C_1606","Proximal tubule epithelial cell"
"1607","C_1607","Proximal tubule epithelial cell"
"1608","C_1608","Proximal tubule epithelial cell"
"1609","C_1609","Proximal tubule epithelial cell"
"1610","C_1610","Proximal tubule epithelial cell"
"1611","C_1611","Proximal tubule epithelial cell"
"1612","C_1612","Proximal tubule epithelial cell"
"1613","C_1613","Proximal tubule epithelial cell"
"1614","C_1614","Proximal tubule epithelial cell"
"1615","C_1615","Proximal tubule epithelial cell"
"1616","C_1616","Proximal tubule epithelial cell"
"1617","C_1617","Proximal tubule epithelial cell"
"1618","C_1618","Proximal tubule epithelial cell"
"1619","C_1619","Proximal tubule epithelial cell"
"1620","C_1620","Proximal tubule epithelial cell"
"1621","C_1621","Proximal tubule epithelial cell"
"1622","C_1622","Proximal tubule epithelial cell"
"1623","C_1623","Proximal tubule epithelial cell"
"1624","C_1624","Proximal tubule epithelial cell"
"1625","C_1625","Proximal tubule epithelial cell"
"1626","C_1626","Proximal tubule epithelial cell"
"1627","C_1627","Proximal tubule epithelial cell"
"1628","C_1628","Proximal tubule epithelial cell"
"1629","C_1629","Proximal tubule epithelial cell"
"1630","C_1630","Proximal tubule epithelial cell"
"1631","C_1631","Proximal tubule epithelial cell"
"1632","C_1632","Proximal tubule epithelial cell"
"1633","C_1633","Proximal tubule epithelial cell"
"1634","C_1634","Proximal tubule epithelial cell"
"1635","C_1635","Proximal tubule epithelial cell"
"1636","C_1636","Proximal tubule epithelial cell"
"1637","C_1637","Proximal tubule epithelial cell"
"1638","C_1638","Proximal tubule epithelial cell"
"1639","C_1639","Proximal tubule epithelial cell"
"1640","C_1640","Proximal tubule epithelial cell"
"1641","C_1641","Proximal tubule epithelial cell"
"1642","C_1642","Proximal tubule epithelial cell"
"1643","C_1643","Proximal tubule epithelial cell"
"1644","C_1644","Proximal tubule epithelial cell"
"1645","C_1645","Proximal tubule epithelial cell"
"1646","C_1646","Proximal tubule epithelial cell"
"1647","C_1647","Proximal tubule epithelial cell"
"1648","C_1648","Proximal tubule epithelial cell"
"1649","C_1649","Proximal tubule epithelial cell"
"1650","C_1650","Proximal tubule epithelial cell"
"1651","C_1651","Proximal tubule epithelial cell"
"1652","C_1652","Proximal tubule epithelial cell"
"1653","C_1653","Proximal tubule epithelial cell"
"1654","C_1654","Proximal tubule epithelial cell"
"1655","C_1655","Proximal tubule epithelial cell"
"1656","C_1656","Proximal tubule epithelial cell"
"1657","C_1657","Proximal tubule epithelial cell"
"1658","C_1658","Proximal tubule epithelial cell"
"1659","C_1659","Proximal tubule epithelial cell"
"1660","C_1660","Proximal tubule epithelial cell"
"1661","C_1661","Proximal tubule epithelial cell"
"1662","C_1662","Proximal tubule epithelial cell"
"1663","C_1663","Proximal tubule epithelial cell"
"1664","C_1664","Proximal tubule epithelial cell"
"1665","C_1665","Proximal tubule epithelial cell"
"1666","C_1666","Proximal tubule epithelial cell"
"1667","C_1667","Proximal tubule epithelial cell"
"1668","C_1668","Proximal tubule epithelial cell"
"1669","C_1669","Proximal tubule epithelial cell"
"1670","C_1670","Proximal tubule epithelial cell"
"1671","C_1671","Proximal tubule epithelial cell"
"1672","C_1672","Proximal tubule epithelial cell"
"1673","C_1673","Proximal tubule epithelial cell"
"1674","C_1674","Proximal tubule epithelial cell"
"1675","C_1675","Proximal tubule epithelial cell"
"1676","C_1676","Proximal tubule epithelial cell"
"1677","C_1677","Proximal tubule epithelial cell"
"1678","C_1678","Proximal tubule epithelial cell"
"1679","C_1679","Proximal tubule epithelial cell"
"1680","C_1680","Proximal tubule epithelial cell"
"1681","C_1681","Proximal tubule epithelial cell"
"1682","C_1682","Proximal tubule epithelial cell"
"1683","C_1683","Proximal tubule epithelial cell"
"1684","C_1684","Proximal tubule epithelial cell"
"1685","C_1685","Proximal tubule epithelial cell"
"1686","C_1686","Proximal tubule epithelial cell"
"1687","C_1687","Proximal tubule epithelial cell"
"1688","C_1688","Proximal tubule epithelial cell"
"1689","C_1689","Proximal tubule epithelial cell"
"1690","C_1690","Proximal tubule epithelial cell"
"1691","C_1691","Proximal tubule epithelial cell"
"1692","C_1692","Proximal tubule epithelial cell"
"1693","C_1693","Proximal tubule epithelial cell"
"1694","C_1694","Proximal tubule epithelial cell"
"1695","C_1695","Proximal tubule epithelial cell"
"1696","C_1696","Proximal tubule epithelial cell"
"1697","C_1697","Proximal tubule epithelial cell"
"1698","C_1698","Proximal tubule epithelial cell"
"1699","C_1699","Proximal tubule epithelial cell"
"1700","C_1700","Proximal tubule epithelial cell"
"1701","C_1701","Proximal tubule epithelial cell"
"1702","C_1702","Proximal tubule epithelial cell"
"1703","C_1703","Proximal tubule epithelial cell"
"1704","C_1704","Proximal tubule epithelial cell"
"1705","C_1705","Proximal tubule epithelial cell"
"1706","C_1706","Proximal tubule epithelial cell"
"1707","C_1707","Proximal tubule epithelial cell"
"1708","C_1708","Proximal tubule epithelial cell"
"1709","C_1709","Proximal tubule epithelial cell"
"1710","C_1710","Proximal tubule epithelial cell"
"1711","C_1711","Proximal tubule epithelial cell"
"1712","C_1712","Proximal tubule epithelial cell"
"1713","C_1713","Proximal tubule epithelial cell"
"1714","C_1714","Proximal tubule epithelial cell"
"1715","C_1715","Proximal tubule epithelial cell"
"1716","C_1716","Proximal tubule epithelial cell"
"1717","C_1717","Proximal tubule epithelial cell"
"1718","C_1718","Proximal tubule epithelial cell"
"1719","C_1719","Proximal tubule epithelial cell"
"1720","C_1720","Proximal tubule epithelial cell"
"1721","C_1721","Proximal tubule epithelial cell"
"1722","C_1722","Proximal tubule epithelial cell"
"1723","C_1723","Proximal tubule epithelial cell"
"1724","C_1724","Proximal tubule epithelial cell"
"1725","C_1725","Proximal tubule epithelial cell"
"1726","C_1726","Proximal tubule epithelial cell"
"1727","C_1727","Proximal tubule epithelial cell"
"1728","C_1728","Proximal tubule epithelial cell"
"1729","C_1729","Proximal tubule epithelial cell"
"1730","C_1730","Proximal tubule epithelial cell"
"1731","C_1731","Proximal tubule epithelial cell"
"1732","C_1732","Proximal tubule epithelial cell"
"1733","C_1733","Proximal tubule epithelial cell"
"1734","C_1734","Proximal tubule epithelial cell"
"1735","C_1735","Proximal tubule epithelial cell"
"1736","C_1736","Proximal tubule epithelial cell"
"1737","C_1737","Proximal tubule epithelial cell"
"1738","C_1738","Proximal tubule epithelial cell"
"1739","C_1739","Proximal tubule epithelial cell"
"1740","C_1740","Proximal tubule epithelial cell"
"1741","C_1741","Proximal tubule epithelial cell"
"1742","C_1742","Proximal tubule epithelial cell"
"1743","C_1743","Proximal tubule epithelial cell"
"1744","C_1744","Proximal tubule epithelial cell"
"1745","C_1745","Proximal tubule epithelial cell"
"1746","C_1746","Proximal tubule epithelial cell"
"1747","C_1747","Proximal tubule epithelial cell"
"1748","C_1748","Proximal tubule epithelial cell"
"1749","C_1749","Proximal tubule epithelial cell"
"1750","C_1750","Proximal tubule epithelial cell"
"1751","C_1751","Proximal tubule epithelial cell"
"1752","C_1752","Proximal tubule epithelial cell"
"1753","C_1753","Proximal tubule epithelial cell"
"1754","C_1754","Proximal tubule epithelial cell"
"1755","C_1755","Proximal tubule epithelial cell"
"1756","C_1756","Proximal tubule epithelial cell"
"1757","C_1757","Proximal tubule epithelial cell"
"1758","C_1758","Proximal tubule epithelial cell"
"1759","C_1759","Proximal tubule epithelial cell"
"1760","C_1760","Proximal tubule epithelial cell"
"1761","C_1761","Proximal tubule epithelial cell"
"1762","C_1762","Proximal tubule epithelial cell"
"1763","C_1763","Proximal tubule epithelial cell"
"1764","C_1764","Proximal tubule epithelial cell"
"1765","C_1765","Proximal tubule epithelial cell"
"1766","C_1766","Proximal tubule epithelial cell"
"1767","C_1767","Proximal tubule epithelial cell"
"1768","C_1768","Proximal tubule epithelial cell"
"1769","C_1769","Proximal tubule epithelial cell"
"1770","C_1770","Proximal tubule epithelial cell"
"1771","C_1771","Proximal tubule epithelial cell"
"1772","C_1772","Proximal tubule epithelial cell"
"1773","C_1773","Proximal tubule epithelial cell"
"1774","C_1774","Proximal tubule epithelial cell"
"1775","C_1775","Proximal tubule epithelial cell"
"1776","C_1776","Proximal tubule epithelial cell"
"1777","C_1777","Proximal tubule epithelial cell"
"1778","C_1778","Proximal tubule epithelial cell"
"1779","C_1779","Proximal tubule epithelial cell"
"1780","C_1780","Proximal tubule epithelial cell"
"1781","C_1781","Proximal tubule epithelial cell"
"1782","C_1782","Proximal tubule epithelial cell"
"1783","C_1783","Proximal tubule epithelial cell"
"1784","C_1784","Proximal tubule epithelial cell"
"1785","C_1785","Proximal tubule epithelial cell"
"1786","C_1786","Proximal tubule epithelial cell"
"1787","C_1787","Proximal tubule epithelial cell"
"1788","C_1788","Proximal tubule epithelial cell"
"1789","C_1789","Proximal tubule epithelial cell"
"1790","C_1790","Proximal tubule epithelial cell"
"1791","C_1791","Proximal tubule epithelial cell"
"1792","C_1792","Proximal tubule epithelial cell"
"1793","C_1793","Proximal tubule epithelial cell"
"1794","C_1794","Proximal tubule epithelial cell"
"1795","C_1795","Proximal tubule epithelial cell"
"1796","C_1796","Proximal tubule epithelial cell"
"1797","C_1797","Proximal tubule epithelial cell"
"1798","C_1798","Proximal tubule epithelial cell"
"1799","C_1799","Proximal tubule epithelial cell"
"1800","C_1800","Proximal tubule epithelial cell"
"1801","C_1801","Proximal tubule epithelial cell"
"1802","C_1802","Proximal tubule epithelial cell"
"1803","C_1803","Proximal tubule epithelial cell"
"1804","C_1804","Proximal tubule epithelial cell"
"1805","C_1805","Proximal tubule epithelial cell"
"1806","C_1806","Proximal tubule epithelial cell"
"1807","C_1807","Proximal tubule epithelial cell"
"1808","C_1808","Proximal tubule epithelial cell"
"1809","C_1809","Proximal tubule epithelial cell"
"1810","C_1810","Proximal tubule epithelial cell"
"1811","C_1811","Proximal tubule epithelial cell"
"1812","C_1812","Proximal tubule epithelial cell"
"1813","C_1813","Proximal tubule epithelial cell"
"1814","C_1814","Proximal tubule epithelial cell"
"1815","C_1815","Proximal tubule epithelial cell"
"1816","C_1816","Proximal tubule epithelial cell"
"1817","C_1817","Proximal tubule epithelial cell"
"1818","C_1818","Proximal tubule epithelial cell"
"1819","C_1819","Proximal tubule epithelial cell"
"1820","C_1820","Proximal tubule epithelial cell"
"1821","C_1821","Proximal tubule epithelial cell"
"1822","C_1822","Proximal tubule epithelial cell"
"1823","C_1823","Proximal tubule epithelial cell"
"1824","C_1824","Proximal tubule epithelial cell"
"1825","C_1825","Proximal tubule epithelial cell"
"1826","C_1826","Proximal tubule epithelial cell"
"1827","C_1827","Proximal tubule epithelial cell"
"1828","C_1828","Proximal tubule epithelial cell"
"1829","C_1829","Proximal tubule epithelial cell"
"1830","C_1830","Proximal tubule epithelial cell"
"1831","C_1831","Proximal tubule epithelial cell"
"1832","C_1832","Proximal tubule epithelial cell"
"1833","C_1833","Proximal tubule epithelial cell"
"1834","C_1834","Proximal tubule epithelial cell"
"1835","C_1835","Proximal tubule epithelial cell"
"1836","C_1836","Proximal tubule epithelial cell"
"1837","C_1837","Proximal tubule epithelial cell"
"1838","C_1838","Proximal tubule epithelial cell"
"1839","C_1839","Proximal tubule epithelial cell"
"1840","C_1840","Proximal tubule epithelial cell"
"1841","C_1841","Proximal tubule epithelial cell"
"1842","C_1842","Proximal tubule epithelial cell"
"1843","C_1843","Proximal tubule epithelial cell"
"1844","C_1844","Proximal tubule epithelial cell"
"1845","C_1845","Proximal tubule epithelial cell"
"1846","C_1846","Proximal tubule epithelial cell"
"1847","C_1847","Proximal tubule epithelial cell"
"1848","C_1848","Proximal tubule epithelial cell"
"1849","C_1849","Proximal tubule epithelial cell"
"1850","C_1850","Proximal tubule epithelial cell"
"1851","C_1851","Proximal tubule epithelial cell"
"1852","C_1852","Proximal tubule epithelial cell"
"1853","C_1853","Proximal tubule epithelial cell"
"1854","C_1854","Proximal tubule epithelial cell"
"1855","C_1855","Proximal tubule epithelial cell"
"1856","C_1856","Proximal tubule epithelial cell"
"1857","C_1857","Proximal tubule epithelial cell"
"1858","C_1858","Proximal tubule epithelial cell"
"1859","C_1859","Proximal tubule epithelial cell"
"1860","C_1860","Proximal tubule epithelial cell"
"1861","C_1861","Proximal tubule epithelial cell"
"1862","C_1862","Proximal tubule epithelial cell"
"1863","C_1863","Proximal tubule epithelial cell"
"1864","C_1864","Proximal tubule epithelial cell"
"1865","C_1865","Proximal tubule epithelial cell"
"1866","C_1866","Proximal tubule epithelial cell"
"1867","C_1867","Proximal tubule epithelial cell"
"1868","C_1868","Proximal tubule epithelial cell"
"1869","C_1869","Proximal tubule epithelial cell"
"1870","C_1870","Proximal tubule epithelial cell"
"1871","C_1871","Proximal tubule epithelial cell"
"1872","C_1872","Proximal tubule epithelial cell"
"1873","C_1873","Proximal tubule epithelial cell"
"1874","C_1874","Proximal tubule epithelial cell"
"1875","C_1875","Proximal tubule epithelial cell"
"1876","C_1876","Proximal tubule epithelial cell"
"1877","C_1877","Proximal tubule epithelial cell"
"1878","C_1878","Proximal tubule epithelial cell"
"1879","C_1879","Proximal tubule epithelial cell"
"1880","C_1880","Proximal tubule epithelial cell"
"1881","C_1881","Proximal tubule epithelial cell"
"1882","C_1882","Proximal tubule epithelial cell"
"1883","C_1883","Proximal tubule epithelial cell"
"1884","C_1884","Proximal tubule epithelial cell"
"1885","C_1885","Proximal tubule epithelial cell"
"1886","C_1886","Proximal tubule epithelial cell"
"1887","C_1887","Proximal tubule epithelial cell"
"1888","C_1888","Proximal tubule epithelial cell"
"1889","C_1889","Proximal tubule epithelial cell"
"1890","C_1890","Proximal tubule epithelial cell"
"1891","C_1891","Proximal tubule epithelial cell"
"1892","C_1892","Proximal tubule epithelial cell"
"1893","C_1893","Proximal tubule epithelial cell"
"1894","C_1894","Proximal tubule epithelial cell"
"1895","C_1895","Proximal tubule epithelial cell"
"1896","C_1896","Proximal tubule epithelial cell"
"1897","C_1897","Proximal tubule epithelial cell"
"1898","C_1898","Proximal tubule epithelial cell"
"1899","C_1899","Proximal tubule epithelial cell"
"1900","C_1900","Proximal tubule epithelial cell"
"1901","C_1901","Proximal tubule epithelial cell"
"1902","C_1902","Proximal tubule epithelial cell"
"1903","C_1903","Proximal tubule epithelial cell"
"1904","C_1904","Proximal tubule epithelial cell"
"1905","C_1905","Proximal tubule epithelial cell"
"1906","C_1906","Proximal tubule epithelial cell"
"1907","C_1907","Proximal tubule epithelial cell"
"1908","C_1908","Proximal tubule epithelial cell"
"1909","C_1909","Proximal tubule epithelial cell"
"1910","C_1910","Proximal tubule epithelial cell"
"1911","C_1911","Proximal tubule epithelial cell"
"1912","C_1912","Proximal tubule epithelial cell"
"1913","C_1913","Proximal tubule epithelial cell"
"1914","C_1914","Proximal tubule epithelial cell"
"1915","C_1915","Proximal tubule epithelial cell"
"1916","C_1916","Proximal tubule epithelial cell"
"1917","C_1917","Proximal tubule epithelial cell"
"1918","C_1918","Proximal tubule epithelial cell"
"1919","C_1919","Proximal tubule epithelial cell"
"1920","C_1920","Proximal tubule epithelial cell"
"1921","C_1921","Proximal tubule epithelial cell"
"1922","C_1922","Proximal tubule epithelial cell"
"1923","C_1923","Proximal tubule epithelial cell"
"1924","C_1924","Proximal tubule epithelial cell"
"1925","C_1925","Proximal tubule epithelial cell"
"1926","C_1926","Proximal tubule epithelial cell"
"1927","C_1927","Proximal tubule epithelial cell"
"1928","C_1928","Proximal tubule epithelial cell"
"1929","C_1929","Proximal tubule epithelial cell"
"1930","C_1930","Proximal tubule epithelial cell"
"1931","C_1931","Proximal tubule epithelial cell"
"1932","C_1932","Proximal tubule epithelial cell"
"1933","C_1933","Proximal tubule epithelial cell"
"1934","C_1934","Proximal tubule epithelial cell"
"1935","C_1935","Proximal tubule epithelial cell"
"1936","C_1936","Proximal tubule epithelial cell"
"1937","C_1937","Proximal tubule epithelial cell"
"1938","C_1938","Proximal tubule epithelial cell"
"1939","C_1939","Proximal tubule epithelial cell"
"1940","C_1940","Proximal tubule epithelial cell"
"1941","C_1941","Proximal tubule epithelial cell"
"1942","C_1942","Proximal tubule epithelial cell"
"1943","C_1943","Proximal tubule epithelial cell"
"1944","C_1944","Proximal tubule epithelial cell"
"1945","C_1945","Proximal tubule epithelial cell"
