"","Cell","Cell_type"
"637","C_637","Epithelial cell (intermediated)"
"638","C_638","Epithelial cell (intermediated)"
"639","C_639","Epithelial cell (intermediated)"
"640","C_640","Epithelial cell (intermediated)"
"641","C_641","Endothelial cell (APC)"
"642","C_642","Epithelial cell (intermediated)"
"643","C_643","Epithelial cell (intermediated)"
"644","C_644","Epithelial cell (intermediated)"
"645","C_645","Epithelial cell (intermediated)"
"646","C_646","Epithelial cell (intermediated)"
"647","C_647","Epithelial cell (intermediated)"
"648","C_648","Epithelial cell (intermediated)"
"649","C_649","Epithelial cell (intermediated)"
"650","C_650","Epithelial cell (intermediated)"
"651","C_651","Epithelial cell (intermediated)"
"652","C_652","Epithelial cell (intermediated)"
"653","C_653","Epithelial cell (intermediated)"
"654","C_654","Epithelial cell (intermediated)"
"655","C_655","Epithelial cell (intermediated)"
"656","C_656","Epithelial cell (intermediated)"
"657","C_657","Epithelial cell (intermediated)"
"658","C_658","Epithelial cell (intermediated)"
"659","C_659","Epithelial cell (intermediated)"
"660","C_660","Epithelial cell (intermediated)"
"661","C_661","Epithelial cell (intermediated)"
"662","C_662","Epithelial cell (intermediated)"
"663","C_663","Epithelial cell (intermediated)"
"664","C_664","Epithelial cell (intermediated)"
"665","C_665","Epithelial cell (intermediated)"
"666","C_666","Epithelial cell (intermediated)"
"667","C_667","Epithelial cell (intermediated)"
"668","C_668","Epithelial cell (intermediated)"
"669","C_669","Epithelial cell (intermediated)"
"670","C_670","Epithelial cell (intermediated)"
"671","C_671","Epithelial cell (intermediated)"
"672","C_672","Epithelial cell (intermediated)"
"673","C_673","Epithelial cell (intermediated)"
"674","C_674","Epithelial cell (intermediated)"
"675","C_675","Epithelial cell (intermediated)"
"676","C_676","Epithelial cell (intermediated)"
"677","C_677","Epithelial cell (intermediated)"
"678","C_678","Epithelial cell (intermediated)"
"679","C_679","Epithelial cell (intermediated)"
"680","C_680","Epithelial cell (intermediated)"
"681","C_681","Epithelial cell (intermediated)"
"682","C_682","Epithelial cell (intermediated)"
"683","C_683","Epithelial cell (intermediated)"
"684","C_684","Epithelial cell (intermediated)"
"685","C_685","Epithelial cell (intermediated)"
"686","C_686","Epithelial cell (intermediated)"
"687","C_687","Epithelial cell (intermediated)"
"688","C_688","Epithelial cell (intermediated)"
"689","C_689","Epithelial cell (intermediated)"
"690","C_690","Epithelial cell (intermediated)"
"691","C_691","Epithelial cell (intermediated)"
"692","C_692","Epithelial cell (intermediated)"
"693","C_693","Epithelial cell (intermediated)"
"694","C_694","Epithelial cell (intermediated)"
"695","C_695","Epithelial cell (intermediated)"
"696","C_696","Epithelial cell (intermediated)"
"697","C_697","Epithelial cell (intermediated)"
"698","C_698","Epithelial cell (intermediated)"
"699","C_699","Epithelial cell (intermediated)"
"700","C_700","Epithelial cell (intermediated)"
"701","C_701","Epithelial cell (intermediated)"
"702","C_702","Epithelial cell (intermediated)"
"703","C_703","Epithelial cell (intermediated)"
"704","C_704","Epithelial cell (intermediated)"
"705","C_705","Epithelial cell (intermediated)"
"706","C_706","Epithelial cell (intermediated)"
"707","C_707","Epithelial cell (intermediated)"
"708","C_708","Epithelial cell (intermediated)"
"709","C_709","Epithelial cell (intermediated)"
"710","C_710","Epithelial cell (intermediated)"
"711","C_711","Epithelial cell (intermediated)"
"712","C_712","Epithelial cell (intermediated)"
"713","C_713","Epithelial cell (intermediated)"
"714","C_714","Epithelial cell (intermediated)"
"715","C_715","Epithelial cell (intermediated)"
"716","C_716","Epithelial cell (intermediated)"
"717","C_717","Epithelial cell (intermediated)"
"718","C_718","Epithelial cell (intermediated)"
"719","C_719","Epithelial cell (intermediated)"
"720","C_720","Epithelial cell (intermediated)"
"721","C_721","Epithelial cell (intermediated)"
"722","C_722","Epithelial cell (intermediated)"
"723","C_723","Epithelial cell (intermediated)"
"724","C_724","Epithelial cell (intermediated)"
"725","C_725","Epithelial cell (intermediated)"
"726","C_726","Epithelial cell (intermediated)"
"727","C_727","Epithelial cell (intermediated)"
"728","C_728","Endothelial cell (APC)"
"729","C_729","Epithelial cell (intermediated)"
"730","C_730","Epithelial cell (intermediated)"
"731","C_731","Epithelial cell (intermediated)"
"732","C_732","Epithelial cell (intermediated)"
"733","C_733","Epithelial cell (intermediated)"
"734","C_734","Epithelial cell (intermediated)"
"735","C_735","Epithelial cell (intermediated)"
"736","C_736","Epithelial cell (intermediated)"
"737","C_737","Epithelial cell (intermediated)"
"738","C_738","Epithelial cell (intermediated)"
"739","C_739","Epithelial cell (intermediated)"
"740","C_740","Epithelial cell (intermediated)"
"741","C_741","Epithelial cell (intermediated)"
"742","C_742","Epithelial cell (intermediated)"
"743","C_743","Epithelial cell (intermediated)"
"744","C_744","Epithelial cell (intermediated)"
"745","C_745","Epithelial cell (intermediated)"
"746","C_746","Epithelial cell (intermediated)"
"747","C_747","Epithelial cell (intermediated)"
"748","C_748","Epithelial cell (intermediated)"
"749","C_749","Epithelial cell (intermediated)"
"750","C_750","Epithelial cell (intermediated)"
"751","C_751","Epithelial cell (intermediated)"
"752","C_752","Epithelial cell (intermediated)"
"753","C_753","Epithelial cell (intermediated)"
"754","C_754","Epithelial cell (intermediated)"
"755","C_755","Epithelial cell (intermediated)"
"756","C_756","Epithelial cell (intermediated)"
"757","C_757","Epithelial cell (intermediated)"
"758","C_758","Epithelial cell (intermediated)"
"759","C_759","Epithelial cell (intermediated)"
"760","C_760","Epithelial cell (intermediated)"
"761","C_761","Epithelial cell (intermediated)"
"762","C_762","Epithelial cell (intermediated)"
"763","C_763","Epithelial cell (intermediated)"
"764","C_764","Epithelial cell (intermediated)"
"765","C_765","Epithelial cell (intermediated)"
"766","C_766","Epithelial cell (intermediated)"
"767","C_767","Epithelial cell (intermediated)"
"768","C_768","Epithelial cell (intermediated)"
"769","C_769","Epithelial cell (intermediated)"
"770","C_770","Epithelial cell (intermediated)"
"771","C_771","Epithelial cell (intermediated)"
"772","C_772","Epithelial cell (intermediated)"
"773","C_773","Epithelial cell (intermediated)"
"774","C_774","Epithelial cell (intermediated)"
"775","C_775","Epithelial cell (intermediated)"
"776","C_776","Epithelial cell (intermediated)"
"777","C_777","Epithelial cell (intermediated)"
"778","C_778","Intermediated cell"
"779","C_779","Epithelial cell (intermediated)"
"780","C_780","Epithelial cell (intermediated)"
"781","C_781","Epithelial cell (intermediated)"
"782","C_782","Epithelial cell (intermediated)"
"783","C_783","Epithelial cell (intermediated)"
"784","C_784","Epithelial cell (intermediated)"
"785","C_785","Epithelial cell (intermediated)"
"786","C_786","Epithelial cell (intermediated)"
"787","C_787","Epithelial cell (intermediated)"
"788","C_788","Epithelial cell (intermediated)"
"789","C_789","Epithelial cell (intermediated)"
"790","C_790","Epithelial cell (intermediated)"
"791","C_791","Epithelial cell (intermediated)"
"792","C_792","Epithelial cell (intermediated)"
"793","C_793","Epithelial cell (intermediated)"
"794","C_794","Epithelial cell (intermediated)"
"795","C_795","Epithelial cell (intermediated)"
"796","C_796","Epithelial cell (intermediated)"
"797","C_797","Epithelial cell (intermediated)"
"798","C_798","Epithelial cell (intermediated)"
"799","C_799","Epithelial cell (intermediated)"
"800","C_800","Epithelial cell (intermediated)"
"801","C_801","Epithelial cell (intermediated)"
"802","C_802","Epithelial cell (intermediated)"
"803","C_803","Epithelial cell (intermediated)"
"804","C_804","Epithelial cell (intermediated)"
"805","C_805","Epithelial cell (intermediated)"
"806","C_806","Epithelial cell (intermediated)"
"807","C_807","Epithelial cell (intermediated)"
"808","C_808","Epithelial cell (intermediated)"
"809","C_809","Epithelial cell (intermediated)"
"810","C_810","Epithelial cell (intermediated)"
"811","C_811","Epithelial cell (intermediated)"
"812","C_812","Epithelial cell (intermediated)"
"813","C_813","Epithelial cell (intermediated)"
"814","C_814","Epithelial cell (intermediated)"
"815","C_815","Epithelial cell (intermediated)"
"816","C_816","Epithelial cell (intermediated)"
"817","C_817","Epithelial cell (intermediated)"
"818","C_818","Epithelial cell (intermediated)"
"819","C_819","Epithelial cell (intermediated)"
"820","C_820","Epithelial cell (intermediated)"
"821","C_821","Epithelial cell (intermediated)"
"822","C_822","Epithelial cell (intermediated)"
"823","C_823","Epithelial cell (intermediated)"
"824","C_824","Epithelial cell (intermediated)"
"825","C_825","Epithelial cell (intermediated)"
"826","C_826","Epithelial cell (intermediated)"
"827","C_827","Epithelial cell (intermediated)"
"828","C_828","Epithelial cell (intermediated)"
"829","C_829","Epithelial cell (intermediated)"
"830","C_830","Epithelial cell (intermediated)"
"831","C_831","Smooth muscle cell"
"832","C_832","Epithelial cell (intermediated)"
"833","C_833","Epithelial cell (intermediated)"
"834","C_834","Epithelial cell (intermediated)"
"835","C_835","Epithelial cell (intermediated)"
"836","C_836","Epithelial cell (intermediated)"
"837","C_837","Epithelial cell (intermediated)"
"838","C_838","Epithelial cell (intermediated)"
"839","C_839","Epithelial cell (intermediated)"
"840","C_840","Epithelial cell (intermediated)"
"841","C_841","Epithelial cell (intermediated)"
"842","C_842","Epithelial cell (intermediated)"
"843","C_843","Epithelial cell (intermediated)"
"844","C_844","Epithelial cell (intermediated)"
"845","C_845","Epithelial cell (intermediated)"
"846","C_846","Epithelial cell (intermediated)"
"847","C_847","Epithelial cell (intermediated)"
"848","C_848","Epithelial cell (intermediated)"
"849","C_849","Epithelial cell (intermediated)"
"850","C_850","Epithelial cell (intermediated)"
"851","C_851","Endothelial cell (APC)"
"852","C_852","Epithelial cell (intermediated)"
"853","C_853","Epithelial cell (intermediated)"
"854","C_854","Epithelial cell (intermediated)"
"855","C_855","Epithelial cell (intermediated)"
"856","C_856","Epithelial cell (intermediated)"
"857","C_857","Epithelial cell (intermediated)"
"858","C_858","Fibroblast"
"859","C_859","Epithelial cell (intermediated)"
"860","C_860","Epithelial cell (intermediated)"
"861","C_861","Epithelial cell (intermediated)"
"862","C_862","Epithelial cell (intermediated)"
"863","C_863","Epithelial cell (intermediated)"
"864","C_864","Epithelial cell (intermediated)"
"865","C_865","Epithelial cell (intermediated)"
"866","C_866","Epithelial cell (intermediated)"
"867","C_867","Epithelial cell (intermediated)"
"868","C_868","Epithelial cell (intermediated)"
"869","C_869","Endothelial cell (APC)"
"870","C_870","Epithelial cell (intermediated)"
"871","C_871","Epithelial cell (intermediated)"
"872","C_872","Epithelial cell (intermediated)"
"873","C_873","Epithelial cell (intermediated)"
"874","C_874","Endothelial cell (APC)"
"875","C_875","Epithelial cell (intermediated)"
"876","C_876","Epithelial cell (intermediated)"
"877","C_877","Epithelial cell (intermediated)"
"878","C_878","Epithelial cell (intermediated)"
"879","C_879","Epithelial cell (intermediated)"
"880","C_880","Epithelial cell (intermediated)"
"881","C_881","Epithelial cell (intermediated)"
"882","C_882","Epithelial cell (intermediated)"
"883","C_883","Epithelial cell (intermediated)"
"884","C_884","Epithelial cell (intermediated)"
"885","C_885","Epithelial cell (intermediated)"
"886","C_886","Epithelial cell (intermediated)"
"887","C_887","Epithelial cell (intermediated)"
"888","C_888","Epithelial cell (intermediated)"
"889","C_889","Epithelial cell (intermediated)"
"890","C_890","Epithelial cell (intermediated)"
"891","C_891","Epithelial cell (intermediated)"
"892","C_892","Epithelial cell (intermediated)"
"893","C_893","Epithelial cell (intermediated)"
"894","C_894","Epithelial cell (intermediated)"
"895","C_895","Epithelial cell (intermediated)"
"896","C_896","Epithelial cell (intermediated)"
"897","C_897","Epithelial cell (intermediated)"
"898","C_898","Epithelial cell (intermediated)"
"899","C_899","Epithelial cell (intermediated)"
"900","C_900","Epithelial cell (intermediated)"
"901","C_901","Epithelial cell (intermediated)"
"902","C_902","Epithelial cell (intermediated)"
"903","C_903","Epithelial cell (intermediated)"
"904","C_904","Epithelial cell (intermediated)"
"905","C_905","Epithelial cell (intermediated)"
"906","C_906","Epithelial cell (intermediated)"
"907","C_907","Epithelial cell (intermediated)"
"908","C_908","Epithelial cell (intermediated)"
"909","C_909","Epithelial cell (intermediated)"
"910","C_910","Epithelial cell (intermediated)"
"911","C_911","Epithelial cell (intermediated)"
"912","C_912","Epithelial cell (intermediated)"
"913","C_913","Epithelial cell (intermediated)"
"914","C_914","Epithelial cell (intermediated)"
"915","C_915","Epithelial cell (intermediated)"
"916","C_916","Intermediated cell"
"917","C_917","Epithelial cell (intermediated)"
"918","C_918","Epithelial cell (intermediated)"
"919","C_919","Epithelial cell (intermediated)"
"920","C_920","Epithelial cell (intermediated)"
"921","C_921","Epithelial cell (intermediated)"
"922","C_922","Epithelial cell (intermediated)"
"923","C_923","Epithelial cell (intermediated)"
"924","C_924","Epithelial cell (intermediated)"
"925","C_925","Epithelial cell (intermediated)"
"926","C_926","Epithelial cell (intermediated)"
"927","C_927","Epithelial cell (intermediated)"
"928","C_928","Epithelial cell (intermediated)"
"929","C_929","Epithelial cell (intermediated)"
"930","C_930","Epithelial cell (intermediated)"
"931","C_931","Epithelial cell (intermediated)"
"932","C_932","Epithelial cell (intermediated)"
"933","C_933","Epithelial cell (intermediated)"
"934","C_934","Epithelial cell (intermediated)"
"935","C_935","Endothelial cell (APC)"
"936","C_936","Epithelial cell (intermediated)"
"937","C_937","Epithelial cell (intermediated)"
"938","C_938","Epithelial cell (intermediated)"
"939","C_939","Epithelial cell (intermediated)"
"940","C_940","Epithelial cell (intermediated)"
"941","C_941","Epithelial cell (intermediated)"
"942","C_942","Epithelial cell (intermediated)"
"943","C_943","Epithelial cell (intermediated)"
"944","C_944","Epithelial cell (intermediated)"
"945","C_945","Epithelial cell (intermediated)"
"946","C_946","Epithelial cell (intermediated)"
"947","C_947","Epithelial cell (intermediated)"
"948","C_948","Epithelial cell (intermediated)"
"949","C_949","Epithelial cell (intermediated)"
"950","C_950","Epithelial cell (intermediated)"
"951","C_951","Epithelial cell (intermediated)"
"952","C_952","Epithelial cell (intermediated)"
"953","C_953","Epithelial cell (intermediated)"
"954","C_954","Epithelial cell (intermediated)"
"955","C_955","Epithelial cell (intermediated)"
"956","C_956","Epithelial cell (intermediated)"
"957","C_957","Epithelial cell (intermediated)"
"958","C_958","Epithelial cell (intermediated)"
"959","C_959","Epithelial cell (intermediated)"
"960","C_960","Epithelial cell (intermediated)"
"961","C_961","Epithelial cell (intermediated)"
"962","C_962","Epithelial cell (intermediated)"
"963","C_963","Epithelial cell (intermediated)"
"964","C_964","Epithelial cell (intermediated)"
"965","C_965","Epithelial cell (intermediated)"
"966","C_966","Epithelial cell (intermediated)"
"967","C_967","Epithelial cell (intermediated)"
"968","C_968","Epithelial cell (intermediated)"
"969","C_969","Basal cell"
"970","C_970","Epithelial cell (intermediated)"
"971","C_971","Epithelial cell (intermediated)"
"972","C_972","Epithelial cell (intermediated)"
"973","C_973","Epithelial cell (intermediated)"
"974","C_974","Epithelial cell (intermediated)"
"975","C_975","Epithelial cell (intermediated)"
"976","C_976","Epithelial cell (intermediated)"
"977","C_977","Epithelial cell (intermediated)"
"978","C_978","Epithelial cell (intermediated)"
"979","C_979","Epithelial cell (intermediated)"
"980","C_980","Epithelial cell (intermediated)"
"981","C_981","Epithelial cell (intermediated)"
"982","C_982","Epithelial cell (intermediated)"
"983","C_983","Epithelial cell (intermediated)"
"984","C_984","Epithelial cell (intermediated)"
"985","C_985","Epithelial cell (intermediated)"
"986","C_986","Epithelial cell (intermediated)"
"987","C_987","Epithelial cell (intermediated)"
"988","C_988","Epithelial cell (intermediated)"
"989","C_989","Epithelial cell (intermediated)"
"990","C_990","Epithelial cell (intermediated)"
"991","C_991","Epithelial cell (intermediated)"
"992","C_992","Epithelial cell (intermediated)"
"993","C_993","Epithelial cell (intermediated)"
"994","C_994","Epithelial cell (intermediated)"
"995","C_995","Epithelial cell (intermediated)"
"996","C_996","Epithelial cell (intermediated)"
"997","C_997","Epithelial cell (intermediated)"
"998","C_998","Epithelial cell (intermediated)"
"999","C_999","Epithelial cell (intermediated)"
"1000","C_1000","Epithelial cell (intermediated)"
"1001","C_1001","Epithelial cell (intermediated)"
"1002","C_1002","Epithelial cell (intermediated)"
"1003","C_1003","Epithelial cell (intermediated)"
"1004","C_1004","Epithelial cell (intermediated)"
"1005","C_1005","Epithelial cell (intermediated)"
"1006","C_1006","Epithelial cell (intermediated)"
"1007","C_1007","Stromal cell"
"1008","C_1008","Epithelial cell (intermediated)"
"1009","C_1009","Epithelial cell (intermediated)"
"1010","C_1010","Epithelial cell (intermediated)"
"1011","C_1011","Epithelial cell (intermediated)"
"1012","C_1012","Epithelial cell (intermediated)"
"1013","C_1013","Epithelial cell (intermediated)"
"1014","C_1014","Epithelial cell (intermediated)"
"1015","C_1015","Epithelial cell (intermediated)"
"1016","C_1016","Epithelial cell (intermediated)"
"1017","C_1017","Epithelial cell (intermediated)"
"1018","C_1018","Epithelial cell (intermediated)"
"1019","C_1019","Epithelial cell (intermediated)"
"1020","C_1020","Epithelial cell (intermediated)"
"1021","C_1021","Epithelial cell (intermediated)"
"1022","C_1022","Epithelial cell (intermediated)"
"1023","C_1023","Epithelial cell (intermediated)"
"1024","C_1024","Epithelial cell (intermediated)"
"1025","C_1025","Epithelial cell (intermediated)"
"1026","C_1026","Epithelial cell (intermediated)"
"1027","C_1027","Epithelial cell (intermediated)"
"1028","C_1028","Epithelial cell (intermediated)"
"1029","C_1029","Epithelial cell (intermediated)"
"1030","C_1030","Epithelial cell (intermediated)"
"1031","C_1031","Endothelial cell (APC)"
"1032","C_1032","Epithelial cell (intermediated)"
"1033","C_1033","Epithelial cell (intermediated)"
"1034","C_1034","Epithelial cell (intermediated)"
"1035","C_1035","Epithelial cell (intermediated)"
"1036","C_1036","Epithelial cell (intermediated)"
"1037","C_1037","Epithelial cell (intermediated)"
"1038","C_1038","Epithelial cell (intermediated)"
"1039","C_1039","Epithelial cell (intermediated)"
"1040","C_1040","Epithelial cell (intermediated)"
"1041","C_1041","Epithelial cell (intermediated)"
"1042","C_1042","Epithelial cell (intermediated)"
"1043","C_1043","Epithelial cell (intermediated)"
"1044","C_1044","Epithelial cell (intermediated)"
"1045","C_1045","Epithelial cell (intermediated)"
"1046","C_1046","Epithelial cell (intermediated)"
"1047","C_1047","Epithelial cell (intermediated)"
"1048","C_1048","Epithelial cell (intermediated)"
"1049","C_1049","Epithelial cell (intermediated)"
"1050","C_1050","Epithelial cell (intermediated)"
"1051","C_1051","Epithelial cell (intermediated)"
"1052","C_1052","Epithelial cell (intermediated)"
"1053","C_1053","Epithelial cell (intermediated)"
"1054","C_1054","Stromal cell"
"1055","C_1055","Epithelial cell (intermediated)"
"1056","C_1056","Epithelial cell (intermediated)"
"1057","C_1057","Epithelial cell (intermediated)"
"1058","C_1058","Epithelial cell (intermediated)"
"1059","C_1059","Epithelial cell (intermediated)"
"1060","C_1060","Epithelial cell (intermediated)"
"1061","C_1061","Epithelial cell (intermediated)"
"1062","C_1062","Epithelial cell (intermediated)"
"1063","C_1063","Epithelial cell (intermediated)"
"1064","C_1064","Epithelial cell (intermediated)"
"1065","C_1065","Epithelial cell (intermediated)"
"1066","C_1066","Epithelial cell (intermediated)"
"1067","C_1067","Epithelial cell (intermediated)"
"1068","C_1068","Epithelial cell (intermediated)"
"1069","C_1069","Epithelial cell (intermediated)"
"1070","C_1070","Epithelial cell (intermediated)"
"1071","C_1071","Epithelial cell (intermediated)"
"1072","C_1072","Epithelial cell (intermediated)"
"1073","C_1073","Epithelial cell (intermediated)"
"1074","C_1074","Epithelial cell (intermediated)"
"1075","C_1075","Epithelial cell (intermediated)"
"1076","C_1076","Epithelial cell (intermediated)"
"1077","C_1077","Epithelial cell (intermediated)"
"1078","C_1078","Epithelial cell (intermediated)"
"1079","C_1079","Epithelial cell (intermediated)"
"1080","C_1080","Epithelial cell (intermediated)"
"1081","C_1081","Epithelial cell (intermediated)"
"1082","C_1082","Epithelial cell (intermediated)"
"1083","C_1083","Endothelial cell (APC)"
"1084","C_1084","Epithelial cell (intermediated)"
"1085","C_1085","Epithelial cell (intermediated)"
"1086","C_1086","Epithelial cell (intermediated)"
"1087","C_1087","Epithelial cell (intermediated)"
"1088","C_1088","Epithelial cell (intermediated)"
"1089","C_1089","Epithelial cell (intermediated)"
"1090","C_1090","Epithelial cell (intermediated)"
"1091","C_1091","Epithelial cell (intermediated)"
"1092","C_1092","Epithelial cell (intermediated)"
"1093","C_1093","Epithelial cell (intermediated)"
"1094","C_1094","Epithelial cell (intermediated)"
"1095","C_1095","Epithelial cell (intermediated)"
"1096","C_1096","Epithelial cell (intermediated)"
"1097","C_1097","Epithelial cell (intermediated)"
"1098","C_1098","Epithelial cell (intermediated)"
"1099","C_1099","Epithelial cell (intermediated)"
"1100","C_1100","Epithelial cell (intermediated)"
"1101","C_1101","Epithelial cell (intermediated)"
"1102","C_1102","Endothelial cell"
"1103","C_1103","Epithelial cell (intermediated)"
"1104","C_1104","Epithelial cell (intermediated)"
"1105","C_1105","Epithelial cell (intermediated)"
"1106","C_1106","Epithelial cell (intermediated)"
"1107","C_1107","Epithelial cell (intermediated)"
"1108","C_1108","Epithelial cell (intermediated)"
"1109","C_1109","Epithelial cell (intermediated)"
"1110","C_1110","Epithelial cell (intermediated)"
"1111","C_1111","Epithelial cell (intermediated)"
"1112","C_1112","Epithelial cell (intermediated)"
"1113","C_1113","Epithelial cell (intermediated)"
"1114","C_1114","Epithelial cell (intermediated)"
"1115","C_1115","Epithelial cell (intermediated)"
"1116","C_1116","Epithelial cell (intermediated)"
"1117","C_1117","Epithelial cell (intermediated)"
"1118","C_1118","Epithelial cell (intermediated)"
"1119","C_1119","Epithelial cell (intermediated)"
"1120","C_1120","Epithelial cell (intermediated)"
"1121","C_1121","Epithelial cell (intermediated)"
"1122","C_1122","Epithelial cell (intermediated)"
"1123","C_1123","Epithelial cell (intermediated)"
"1124","C_1124","Epithelial cell (intermediated)"
"1125","C_1125","Epithelial cell (intermediated)"
"1126","C_1126","Epithelial cell (intermediated)"
"1127","C_1127","Epithelial cell (intermediated)"
"1128","C_1128","Epithelial cell (intermediated)"
"1129","C_1129","Epithelial cell (intermediated)"
"1130","C_1130","Epithelial cell (intermediated)"
"1131","C_1131","Epithelial cell (intermediated)"
"1132","C_1132","Epithelial cell (intermediated)"
"1133","C_1133","Epithelial cell (intermediated)"
"1134","C_1134","Epithelial cell (intermediated)"
"1135","C_1135","Epithelial cell (intermediated)"
"1136","C_1136","Epithelial cell (intermediated)"
"1137","C_1137","Epithelial cell (intermediated)"
"1138","C_1138","Epithelial cell (intermediated)"
"1139","C_1139","Epithelial cell (intermediated)"
"1140","C_1140","Epithelial cell (intermediated)"
"1141","C_1141","Epithelial cell (intermediated)"
"1142","C_1142","Epithelial cell (intermediated)"
"1143","C_1143","Basal cell"
"1144","C_1144","Smooth muscle cell"
"1145","C_1145","Epithelial cell (intermediated)"
"1146","C_1146","Epithelial cell (intermediated)"
"1147","C_1147","Epithelial cell (intermediated)"
"1148","C_1148","Epithelial cell (intermediated)"
"1149","C_1149","Epithelial cell (intermediated)"
"1150","C_1150","Epithelial cell (intermediated)"
"1151","C_1151","Endothelial cell (APC)"
"1152","C_1152","Epithelial cell (intermediated)"
"1153","C_1153","Epithelial cell (intermediated)"
"1154","C_1154","Epithelial cell (intermediated)"
"1155","C_1155","Epithelial cell (intermediated)"
"1156","C_1156","Endothelial cell (APC)"
"1157","C_1157","Epithelial cell (intermediated)"
"1158","C_1158","Epithelial cell (intermediated)"
"1159","C_1159","Smooth muscle cell"
"1160","C_1160","Epithelial cell (intermediated)"
"1161","C_1161","Epithelial cell (intermediated)"
"1162","C_1162","Epithelial cell (intermediated)"
"1163","C_1163","Epithelial cell (intermediated)"
"1164","C_1164","Epithelial cell (intermediated)"
"1165","C_1165","Epithelial cell (intermediated)"
"1166","C_1166","Epithelial cell (intermediated)"
"1167","C_1167","Epithelial cell (intermediated)"
"1168","C_1168","Epithelial cell (intermediated)"
"1169","C_1169","Epithelial cell (intermediated)"
"1170","C_1170","Epithelial cell (intermediated)"
"1171","C_1171","Epithelial cell (intermediated)"
"1172","C_1172","Epithelial cell (intermediated)"
"1173","C_1173","Epithelial cell (intermediated)"
"1174","C_1174","Epithelial cell (intermediated)"
"1175","C_1175","Epithelial cell (intermediated)"
"1176","C_1176","Epithelial cell (intermediated)"
"1177","C_1177","Epithelial cell (intermediated)"
"1178","C_1178","Epithelial cell (intermediated)"
"1179","C_1179","Epithelial cell (intermediated)"
"1180","C_1180","Epithelial cell (intermediated)"
"1181","C_1181","Epithelial cell (intermediated)"
"1182","C_1182","Epithelial cell (intermediated)"
"1183","C_1183","Epithelial cell (intermediated)"
"1184","C_1184","Epithelial cell (intermediated)"
"1185","C_1185","Epithelial cell (intermediated)"
"1186","C_1186","Epithelial cell (intermediated)"
"1187","C_1187","Epithelial cell (intermediated)"
"1188","C_1188","Epithelial cell (intermediated)"
"1189","C_1189","Epithelial cell (intermediated)"
"1190","C_1190","Epithelial cell (intermediated)"
"1191","C_1191","Epithelial cell (intermediated)"
"1192","C_1192","Epithelial cell (intermediated)"
"1193","C_1193","Epithelial cell (intermediated)"
"1194","C_1194","Epithelial cell (intermediated)"
"1195","C_1195","Epithelial cell (intermediated)"
"1196","C_1196","Epithelial cell (intermediated)"
"1197","C_1197","Epithelial cell (intermediated)"
"1198","C_1198","Epithelial cell (intermediated)"
"1199","C_1199","Epithelial cell (intermediated)"
"1200","C_1200","Epithelial cell (intermediated)"
"1201","C_1201","Epithelial cell (intermediated)"
"1202","C_1202","Epithelial cell (intermediated)"
"1203","C_1203","Epithelial cell (intermediated)"
"1204","C_1204","Epithelial cell (intermediated)"
"1205","C_1205","Endothelial cell (APC)"
"1206","C_1206","Endothelial cell (APC)"
"1207","C_1207","Epithelial cell (intermediated)"
"1208","C_1208","Epithelial cell (intermediated)"
"1209","C_1209","Epithelial cell (intermediated)"
"1210","C_1210","Epithelial cell (intermediated)"
"1211","C_1211","Epithelial cell (intermediated)"
"1212","C_1212","Endothelial cell (APC)"
"1213","C_1213","Intermediated cell"
"1214","C_1214","Epithelial cell (intermediated)"
"1215","C_1215","Endothelial cell (APC)"
"1216","C_1216","Epithelial cell (intermediated)"
"1217","C_1217","Epithelial cell (intermediated)"
"1218","C_1218","Epithelial cell (intermediated)"
"1219","C_1219","Epithelial cell (intermediated)"
"1220","C_1220","Epithelial cell (intermediated)"
"1221","C_1221","Epithelial cell (intermediated)"
"1222","C_1222","Epithelial cell (intermediated)"
"1223","C_1223","Epithelial cell (intermediated)"
"1224","C_1224","Epithelial cell (intermediated)"
"1225","C_1225","Epithelial cell (intermediated)"
"1226","C_1226","Epithelial cell (intermediated)"
"1227","C_1227","Epithelial cell (intermediated)"
"1228","C_1228","Epithelial cell (intermediated)"
"1229","C_1229","Epithelial cell (intermediated)"
"1230","C_1230","Epithelial cell (intermediated)"
"1231","C_1231","Epithelial cell (intermediated)"
"1232","C_1232","Epithelial cell (intermediated)"
"1233","C_1233","Endothelial cell (APC)"
"1234","C_1234","Epithelial cell (intermediated)"
"1235","C_1235","Endothelial cell (APC)"
"1236","C_1236","Epithelial cell (intermediated)"
"1237","C_1237","Smooth muscle cell"
"1238","C_1238","Epithelial cell (intermediated)"
"1239","C_1239","Epithelial cell (intermediated)"
"1240","C_1240","Smooth muscle cell"
"1241","C_1241","Epithelial cell (intermediated)"
"1242","C_1242","Epithelial cell (intermediated)"
"1243","C_1243","Epithelial cell (intermediated)"
"1244","C_1244","Epithelial cell (intermediated)"
"1245","C_1245","Epithelial cell (intermediated)"
"1246","C_1246","Epithelial cell (intermediated)"
"1247","C_1247","Fibroblast"
"1248","C_1248","Epithelial cell (intermediated)"
"1249","C_1249","Epithelial cell (intermediated)"
"1250","C_1250","Epithelial cell (intermediated)"
"1251","C_1251","Epithelial cell (intermediated)"
"1252","C_1252","Epithelial cell (intermediated)"
"1253","C_1253","Epithelial cell (intermediated)"
"1254","C_1254","Epithelial cell (intermediated)"
